7944775fc9.png,94.41,94.41,0.0,47,3
78228211ca.png,96.56,93.11,3.450000000000003,75,6
15b9034ba8.png,100.0,100.0,0.0,64,5
6968dfca15.png,78.82,83.46,-4.640000000000001,34,2
6cead0df53.png,100.0,100.0,0.0,50,4
5381b22df4.png,85.17,93.25,-8.079999999999998,39,2
27f2b37ce9.png,100.0,100.0,0.0,41,3
51a257cdf5.png,77.66,91.39,-13.730000000000004,86,6
5108925e21.png,100.0,100.0,0.0,49,3
3882dd3d43.png,72.36,80.74,-8.379999999999995,35,2
566cf0c6f5.png,95.6,95.6,0.0,104,7
7d1fe2cc05.png,100.0,100.0,0.0,39,2
450b24df87.png,82.53,82.53,0.0,52,4
667ff49bc5.png,92.8,100.0,-7.200000000000003,72,5
61928de22b.png,100.0,100.0,0.0,53,4
4cd65285c9.png,100.0,100.0,0.0,86,6
12697ce419.png,77.55,89.59,-12.040000000000006,45,3
a8ec0c091c.png,100.0,100.0,0.0,74,5
72a80f57d9.png,100.0,100.0,0.0,56,4
330f27c566.png,84.06,87.0,-2.9399999999999977,92,6
58be3470dc.png,89.64,89.64,0.0,43,3
3e82680317.png,79.21,79.21,0.0,32,2
31068cb86d.png,100.0,90.54,9.459999999999994,55,4
431dd6944e.png,53.65,53.9,-0.25,215,9
54a7b9d7f8.png,100.0,100.0,0.0,53,4
632e971eb8.png,83.0,20.68,62.32,115,7
399e18a85c.png,93.8,100.0,-6.200000000000003,109,7
707b5988e2.png,77.58,77.58,0.0,32,2
25fe4d51bf.png,96.97,96.97,0.0,92,6
3dc7799669.png,89.67,89.67,0.0,51,4
76d30658bb.png,95.03,95.03,0.0,37,2
6a366e1f12.png,96.09,96.09,0.0,98,6
de8a312222.png,100.0,84.58,15.420000000000002,74,5
2b891b21ac.png,100.0,100.0,0.0,45,3
72e168fb21.png,89.4,86.41,2.990000000000009,88,6
3d129cfe77.png,100.0,100.0,0.0,60,5
6a85896075.png,100.0,94.65,5.349999999999994,49,3
79edbca78a.png,90.27,85.85,4.420000000000002,54,4
20032b2645.png,79.82,73.51,6.309999999999988,73,5
3d15b5c484.png,64.83,64.83,0.0,215,9
2608ceb605.png,100.0,100.0,0.0,70,5
146a5fa39e.png,94.32,94.32,0.0,50,4
159bf72783.png,100.0,100.0,0.0,20,1
1e3aab9a4f.png,100.0,100.0,0.0,46,3
62409f879c.png,53.09,62.06,-8.969999999999999,34,2
6beab42e50.png,100.0,100.0,0.0,74,5
105ccc7946.png,88.53,81.87,6.659999999999997,41,3
6df7276525.png,98.11,94.53,3.5799999999999983,94,6
65d07ed733.png,96.1,96.1,0.0,111,7
34173474c4.png,62.71,59.25,3.460000000000001,220,9
1a79f53af4.png,100.0,100.0,0.0,48,3
57e32e5b33.png,100.0,100.0,0.0,27,1
7e1098abc4.png,93.09,74.73,18.36,62,5
5ada9733aa.png,100.0,100.0,0.0,44,3
5b109d24dc.png,100.0,88.72,11.280000000000001,62,5
5193ae2c89.png,71.68,71.68,0.0,45,3
119b93a445.png,100.0,95.42,4.579999999999998,95,6
4fa61dbf37.png,84.59,84.59,0.0,30,2
25765b9391.png,100.0,100.0,0.0,26,1
276c373567.png,100.0,93.01,6.989999999999995,109,7
3fd05b449f.png,100.0,100.0,0.0,25,1
6b2c7f0c1a.png,82.15,82.15,0.0,23,1
7c2f256525.png,100.0,95.51,4.489999999999995,58,4
3beaade5a5.png,94.17,100.0,-5.829999999999998,105,7
3cf56a8338.png,100.0,100.0,0.0,54,4
4aea73b2b8.png,37.66,95.66,-58.0,107,7
2e96a960b1.png,85.96,91.22,-5.260000000000005,111,7
5b10a20227.png,100.0,100.0,0.0,30,2
18049a05a9.png,78.55,78.11,0.4399999999999977,104,7
17ad05c612.png,100.0,100.0,0.0,52,4
4b69ad5dc8.png,85.04,85.04,0.0,85,6
4acf2a0344.png,71.79,71.79,0.0,31,2
272667a2d1.png,89.56,95.5,-5.939999999999998,103,7
5a5e2b80dd.png,89.54,63.05,26.49000000000001,44,3
6596750444.png,100.0,100.0,0.0,34,2
4370181032.png,100.0,100.0,0.0,43,3
11ff25534a.png,100.0,100.0,0.0,33,2
22f7232e98.png,84.8,84.8,0.0,34,2
3eaf444392.png,100.0,78.48,21.519999999999996,26,1
25c3276f55.png,73.33,73.33,0.0,195,8
32ebd66b47.png,100.0,100.0,0.0,24,1
3b014d22b2.png,92.45,100.0,-7.549999999999997,43,3
6a88fd17f0.png,77.61,68.01,9.599999999999994,63,5
4b49a4f210.png,100.0,100.0,0.0,51,4
4b4263156b.png,100.0,81.44,18.560000000000002,22,1
48f89a8fc4.png,100.0,100.0,0.0,60,5
8d78ecda53.png,100.0,100.0,0.0,45,3
4015ba8922.png,82.48,94.38,-11.899999999999991,141,7
acedffb147.png,100.0,100.0,0.0,42,3
4f055acd1f.png,100.0,100.0,0.0,61,5
